fetch_time,date,kind,code,name,value,latest_price,source
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603222,济民健康,33.0,8.69,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002001,新和成,33.0,34.25,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600392,盛和资源,33.0,22.25,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600010,包钢股份,33.0,2.54,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300488,恒锋工具,33.0,27.47,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002471,中超控股,33.0,7.81,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600026,中远海能,32.0,23.46,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600745,闻泰科技,32.0,32.77,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002506,协鑫集成,32.0,5.37,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601366,利群股份,32.0,4.15,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603629,利通电子,32.0,61.26,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300015,爱尔眼科,32.0,9.98,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300191,潜能恒信,32.0,38.78,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ200596,古井贡B,32.0,72.7,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000066,中国长城,32.0,15.66,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300499,高澜股份,32.0,39.24,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002008,大族激光,32.0,64.59,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000423,东阿阿胶,32.0,56.02,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603501,豪威集团,32.0,103.55,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002439,启明星辰,32.0,13.85,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600016,民生银行,31.0,3.83,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601166,兴业银行,31.0,18.79,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600487,亨通光电,31.0,42.98,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002366,融发核电,31.0,7.77,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600073,光明肉业,31.0,5.93,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002738,中矿资源,31.0,67.8,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002115,三维通信,31.0,12.12,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002261,拓维信息,31.0,35.57,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002262,恩华药业,31.0,22.13,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601020,华钰矿业,31.0,28.0,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603052,可川科技,31.0,61.21,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002654,万润科技,31.0,14.94,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002703,浙江世宝,31.0,21.33,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002281,光迅科技,31.0,83.08,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600460,士兰微,30.0,27.14,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601939,建设银行,30.0,9.38,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600420,国药现代,30.0,10.42,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002597,金禾实业,30.0,22.13,xueqiu_akshare
